LoanID,CustomerID,Product,Region,LoanAmount,TermMonths,InterestRate,ApplicationDate,ApprovalDate,ApprovalDays,LoanStatus,RiskBand,OutstandingBalance
L0000743,C001031,Home Improvement,London,20000,12,15.9,2025-09-13,2025-09-19,6,Closed,Medium,0
L0000744,C001032,Personal Loan,Midlands,20000,36,12.9,2025-09-06,2025-09-13,7,Active,High,18752.32
L0000745,C001034,Car Finance,South East,9500,36,9.9,2026-05-28,2026-06-01,4,Approved,Low,8692.93
L0000746,C001035,Home Improvement,Scotland,27500,48,9.9,2025-10-08,2025-10-13,5,Active,Medium,22842.54
L0000747,C001036,Personal Loan,Wales,24500,60,12.9,2026-01-03,2026-01-09,6,Closed,Low,0
L0000748,C001037,Debt Consolidation,South East,28500,24,15.9,2026-01-13,2026-01-17,4,Approved,Low,15739.94
L0000749,C001038,Debt Consolidation,Wales,21500,24,12.9,2025-01-17,2025-01-21,4,Delinquent,Medium,14041.05
L0000750,C001039,Car Finance,Scotland,19000,24,12.9,2026-04-25,2026-04-29,4,Closed,High,0
L0000751,C001040,Debt Consolidation,Scotland,7000,60,15.9,2026-03-14,2026-03-19,5,Active,Low,2274.25
L0000752,C001042,Home Improvement,Wales,10500,36,18.9,2025-06-23,2025-06-26,3,Delinquent,Medium,9326.94
L0000753,C001044,Personal Loan,North West,17500,48,18.9,2025-07-28,2025-08-03,6,Delinquent,Low,3947.63
L0000754,C001045,Debt Consolidation,North West,8000,24,15.9,2025-03-16,2025-03-21,5,Approved,Medium,5707.82
L0000755,C001046,Personal Loan,South East,2000,12,7.9,2025-01-15,2025-01-19,4,Closed,Low,0
L0000756,C001049,Debt Consolidation,South East,23000,60,7.9,2025-09-01,2025-09-04,3,Closed,Low,0
L0000757,C001050,Car Finance,Midlands,5000,12,15.9,2025-01-28,2025-02-01,4,Closed,Medium,0
L0000758,C001051,Home Improvement,North West,21500,60,12.9,2025-02-11,2025-02-16,5,Active,Low,6949.53
L0000759,C001052,Car Finance,South East,24500,12,7.9,2025-12-02,2025-12-06,4,Active,Low,8603.69
L0000760,C001053,Personal Loan,Midlands,29000,48,18.9,2025-07-20,2025-07-25,5,Active,Medium,13108.51
L0000761,C001054,Car Finance,North West,10500,60,12.9,2026-02-07,2026-02-15,8,Active,Low,9872.8
L0000762,C001056,Debt Consolidation,London,26000,12,9.9,2026-04-23,2026-04-27,4,Delinquent,Low,15879.46
L0000763,C001057,Car Finance,South West,7000,36,7.9,2025-01-17,2025-01-24,7,Active,Low,4919.33
L0000764,C001058,Home Improvement,North West,14500,24,9.9,2026-04-10,2026-04-14,4,Active,Low,13888.78
L0000765,C001059,Home Improvement,South West,11000,36,12.9,2025-02-02,2025-02-05,3,Active,Low,3506.91
L0000766,C001060,Home Improvement,North West,14000,24,18.9,2025-11-04,2025-11-11,7,Active,Low,2966.79
L0000767,C001061,Car Finance,South East,28000,12,12.9,2025-02-18,2025-02-23,5,Active,Low,6854.75
L0000768,C001062,Home Improvement,South West,10000,60,18.9,2025-03-23,2025-03-28,5,Active,High,1804.5
L0000769,C001063,Car Finance,London,24000,60,18.9,2026-05-17,2026-05-22,5,Active,Low,13118.98
L0000770,C001064,Car Finance,South East,18500,36,18.9,2025-05-17,2025-05-23,6,Approved,Low,9309.09
L0000771,C001066,Debt Consolidation,Midlands,29000,36,12.9,2025-05-14,2025-05-18,4,Active,Medium,12092.12
L0000772,C001067,Car Finance,London,21500,36,18.9,2025-06-29,2025-07-04,5,Closed,Medium,0
L0000773,C001068,Home Improvement,Wales,15000,60,12.9,2025-05-27,2025-05-31,4,Closed,Medium,0
L0000774,C001070,Personal Loan,South West,3500,60,12.9,2025-08-25,2025-08-30,5,Active,Low,2062.15
L0000775,C001071,Debt Consolidation,Scotland,8000,36,7.9,2025-09-14,2025-09-19,5,Active,Medium,5012.68
L0000776,C001072,Car Finance,London,12000,12,12.9,2025-04-19,2025-04-24,5,Active,Low,6152.32
L0000777,C001074,Personal Loan,North West,16500,48,7.9,2025-07-31,2025-08-06,6,Active,Low,10578.89
L0000778,C001078,Personal Loan,North West,12500,36,15.9,2026-01-10,2026-01-17,7,Delinquent,Low,7084.35
L0000779,C001079,Debt Consolidation,Midlands,24500,12,15.9,2026-05-11,2026-05-16,5,Active,High,5827.38
L0000780,C001080,Car Finance,Scotland,13500,48,15.9,2025-11-29,2025-12-06,7,Active,Low,6670.4
L0000781,C001081,Car Finance,Scotland,22500,48,18.9,2025-05-29,2025-05-31,2,Active,High,14201.53
L0000782,C001083,Home Improvement,London,7500,24,7.9,2025-06-03,2025-06-09,6,Active,Low,3721.94
L0000783,C001084,Debt Consolidation,South West,11500,48,9.9,2026-04-01,2026-04-06,5,Closed,Medium,0
L0000784,C001086,Debt Consolidation,South West,22000,48,15.9,2025-08-03,2025-08-06,3,Active,High,10463.09
L0000785,C001087,Home Improvement,London,23000,60,12.9,2025-06-27,2025-07-02,5,Active,Low,7625.13
L0000786,C001090,Personal Loan,South West,18000,48,18.9,2026-02-17,2026-02-22,5,Active,High,4579.48
L0000787,C001091,Debt Consolidation,Midlands,14500,12,15.9,2025-09-09,2025-09-15,6,Closed,Low,0
L0000788,C001092,Home Improvement,Scotland,19000,60,15.9,2025-09-01,2025-09-05,4,Active,Low,3109.51
L0000789,C001093,Personal Loan,Wales,3000,60,15.9,2026-02-24,2026-02-25,1,Active,Medium,2115.66
L0000790,C001097,Car Finance,Wales,17000,12,12.9,2026-05-16,2026-05-20,4,Active,Low,5389.31
L0000791,C001098,Car Finance,Wales,2000,12,12.9,2025-11-10,2025-11-13,3,Approved,Medium,1575.82
L0000792,C001099,Personal Loan,London,22500,24,12.9,2025-09-17,2025-09-24,7,Approved,Low,4992.0
L0000793,C001100,Debt Consolidation,South West,11000,36,9.9,2026-04-18,2026-04-24,6,Active,Low,3120.66
L0000794,C001101,Debt Consolidation,North West,26000,12,9.9,2025-05-19,2025-05-24,5,Active,Low,15351.77
L0000795,C001102,Car Finance,Wales,14000,36,12.9,2025-06-29,2025-07-04,5,Active,High,5374.56
L0000796,C001103,Car Finance,Scotland,26000,12,7.9,2025-04-17,2025-04-20,3,Active,Low,14179.06
L0000797,C001104,Personal Loan,South East,12000,12,9.9,2026-03-21,2026-03-26,5,Delinquent,Low,4276.3
L0000798,C001105,Debt Consolidation,Scotland,25000,48,18.9,2025-12-12,2025-12-15,3,Delinquent,Low,12100.39
L0000799,C001106,Home Improvement,North West,22000,48,7.9,2025-08-09,2025-08-14,5,Approved,Low,11874.6
L0000800,C001110,Personal Loan,Scotland,3500,24,12.9,2025-01-04,2025-01-11,7,Active,Low,1114.79
L0000801,C001111,Home Improvement,London,3500,60,18.9,2026-01-31,2026-02-05,5,Active,Low,2106.41
L0000802,C001112,Car Finance,Midlands,3500,12,15.9,2025-04-08,2025-04-13,5,Active,Low,1778.6
L0000803,C001114,Personal Loan,London,22000,12,15.9,2025-01-19,2025-01-24,5,Active,High,19898.6
L0000804,C001115,Personal Loan,North West,13000,36,12.9,2025-07-19,2025-07-26,7,Closed,Low,0
L0000805,C001117,Debt Consolidation,South East,13000,36,7.9,2025-11-21,2025-11-28,7,Closed,High,0
L0000806,C001119,Personal Loan,South West,29000,48,15.9,2025-04-24,2025-05-02,8,Active,Medium,27750.6
L0000807,C001120,Personal Loan,Scotland,28000,24,9.9,2026-02-11,2026-02-14,3,Active,Medium,21831.78
L0000808,C001121,Personal Loan,South East,8500,48,15.9,2025-05-09,2025-05-13,4,Active,Low,5608.81
L0000809,C001122,Debt Consolidation,Wales,25000,12,12.9,2026-01-23,2026-01-30,7,Active,Low,3888.61
L0000810,C001123,Personal Loan,Scotland,15000,60,12.9,2026-03-17,2026-03-20,3,Delinquent,Low,4952.0
L0000811,C001124,Car Finance,Midlands,9500,36,7.9,2026-04-25,2026-05-01,6,Closed,Low,0
L0000812,C001126,Personal Loan,South East,17000,24,15.9,2025-12-18,2025-12-24,6,Active,Low,15566.66
L0000813,C001127,Home Improvement,South East,19500,24,18.9,2025-03-10,2025-03-15,5,Active,High,17682.42
L0000814,C001128,Debt Consolidation,Scotland,25500,36,9.9,2025-12-05,2025-12-09,4,Active,Medium,19542.99
L0000815,C001129,Home Improvement,London,10000,12,9.9,2025-01-21,2025-01-24,3,Active,Low,2503.62
L0000816,C001130,Debt Consolidation,Midlands,16500,48,9.9,2026-02-21,2026-03-01,8,Delinquent,Medium,14090.91
L0000817,C001131,Personal Loan,London,22500,12,9.9,2025-06-11,2025-06-16,5,Closed,Low,0
L0000818,C001134,Personal Loan,London,9000,24,18.9,2025-12-09,2025-12-14,5,Closed,Medium,0
L0000819,C001135,Car Finance,South West,2000,36,9.9,2026-05-25,2026-05-29,4,Active,Medium,1776.54
L0000820,C001136,Car Finance,North West,4000,36,7.9,2025-12-21,2025-12-25,4,Active,High,2906.69
L0000821,C001138,Personal Loan,Midlands,5000,36,18.9,2025-01-03,2025-01-08,5,Closed,Medium,0
L0000822,C001139,Debt Consolidation,North West,19500,12,7.9,2025-02-04,2025-02-08,4,Active,Low,8448.52
L0000823,C001140,Home Improvement,Scotland,3500,48,12.9,2025-06-12,2025-06-15,3,Closed,Medium,0
L0000824,C001141,Personal Loan,Scotland,23500,36,15.9,2026-03-04,2026-03-07,3,Closed,Low,0
L0000825,C001142,Debt Consolidation,South East,18500,24,12.9,2025-02-07,2025-02-12,5,Active,Medium,13144.68
L0000826,C001143,Personal Loan,Scotland,12500,48,18.9,2025-12-19,2025-12-27,8,Closed,Low,0
L0000827,C001144,Personal Loan,North West,15500,48,12.9,2026-03-11,2026-03-14,3,Active,Medium,11490.42
L0000828,C001146,Debt Consolidation,South West,17000,48,18.9,2026-04-03,2026-04-08,5,Closed,Medium,0
L0000829,C001147,Debt Consolidation,London,18500,36,15.9,2025-10-16,2025-10-22,6,Active,Medium,11718.3
L0000830,C001149,Personal Loan,South West,22500,48,18.9,2026-04-01,2026-04-06,5,Approved,Low,13082.59
L0000831,C001150,Personal Loan,Scotland,2500,12,18.9,2025-05-19,2025-05-24,5,Closed,Low,0
L0000832,C001151,Debt Consolidation,London,18000,48,9.9,2025-12-28,2026-01-01,4,Active,Low,9927.54
L0000833,C001154,Car Finance,South West,19000,48,12.9,2025-12-09,2025-12-16,7,Active,Low,12300.42
L0000834,C001155,Car Finance,Midlands,24500,24,12.9,2026-01-16,2026-01-22,6,Active,High,18471.7
L0000835,C001157,Personal Loan,Wales,4000,60,12.9,2025-11-23,2025-11-24,1,Active,Low,804.73
L0000836,C001158,Car Finance,Scotland,17000,12,9.9,2025-02-07,2025-02-15,8,Closed,High,0
L0000837,C001159,Car Finance,Scotland,9500,48,18.9,2025-03-07,2025-03-13,6,Active,Medium,2084.12
L0000838,C001160,Debt Consolidation,South West,23000,12,15.9,2026-05-18,2026-05-22,4,Active,Medium,18106.9
L0000839,C001165,Home Improvement,Scotland,19000,48,12.9,2025-02-20,2025-02-24,4,Delinquent,Low,14680.15
L0000840,C001166,Personal Loan,North West,27500,36,12.9,2026-05-19,2026-05-25,6,Active,Low,17552.31
L0000841,C001168,Car Finance,North West,18000,12,18.9,2025-06-24,2025-06-30,6,Active,Low,7035.14
L0000842,C001169,Debt Consolidation,South West,10500,36,18.9,2025-03-19,2025-03-23,4,Active,Low,10085.26
L0000843,C001170,Debt Consolidation,North West,18000,60,12.9,2025-11-03,2025-11-11,8,Active,Low,4391.68
L0000844,C001171,Car Finance,Midlands,10500,60,15.9,2026-06-04,2026-06-07,3,Active,Medium,9439.98
L0000845,C001173,Car Finance,South West,8000,60,9.9,2025-05-18,2025-05-23,5,Active,High,3432.6
L0000846,C001175,Car Finance,Wales,29500,48,15.9,2025-09-11,2025-09-19,8,Active,Low,20520.13
L0000847,C001176,Home Improvement,Midlands,16000,60,9.9,2025-01-18,2025-01-22,4,Active,Low,4361.67
L0000848,C001179,Car Finance,Midlands,19500,12,18.9,2025-11-20,2025-11-23,3,Closed,High,0
L0000849,C001182,Debt Consolidation,South West,16000,24,7.9,2026-03-02,2026-03-07,5,Active,Low,9741.06
L0000850,C001184,Home Improvement,North West,17000,24,12.9,2026-03-29,2026-04-01,3,Defaulted,High,3101.69
L0000851,C001185,Home Improvement,Scotland,15500,12,9.9,2026-01-27,2026-02-01,5,Active,Medium,2904.42
L0000852,C001188,Car Finance,Scotland,8500,60,9.9,2026-02-08,2026-02-13,5,Active,Medium,2263.44
L0000853,C001189,Personal Loan,South West,3500,60,18.9,2026-03-25,2026-03-28,3,Active,Low,3291.75
L0000854,C001190,Car Finance,South East,16000,48,18.9,2025-05-11,2025-05-16,5,Active,Low,4687.02
L0000855,C001191,Car Finance,Wales,28500,24,15.9,2025-04-28,2025-05-02,4,Active,Medium,7469.3
L0000856,C001192,Home Improvement,Midlands,15500,12,9.9,2025-06-24,2025-06-28,4,Active,High,4318.08
L0000857,C001193,Personal Loan,South West,6000,36,9.9,2025-10-07,2025-10-13,6,Active,Medium,3442.56
L0000858,C001194,Debt Consolidation,North West,17500,60,7.9,2025-08-05,2025-08-09,4,Closed,Low,0
L0000859,C001196,Debt Consolidation,South West,26000,36,18.9,2026-04-14,2026-04-17,3,Active,Medium,20891.34
L0000860,C001197,Home Improvement,South West,29500,60,9.9,2025-05-03,2025-05-04,1,Active,Low,27809.06
L0000861,C001198,Home Improvement,Midlands,6000,60,18.9,2026-02-09,2026-02-16,7,Approved,Low,1816.0
L0000862,C001199,Debt Consolidation,Midlands,7500,24,18.9,2025-08-01,2025-08-07,6,Active,Medium,7126.34
L0000863,C001200,Car Finance,Scotland,13500,36,7.9,2025-12-25,2025-12-29,4,Active,Low,6068.55
L0000864,C001201,Personal Loan,South West,5500,12,7.9,2025-01-19,2025-01-27,8,Active,Medium,1238.75
L0000865,C001202,Debt Consolidation,Scotland,14500,24,9.9,2026-01-31,2026-02-05,5,Active,Low,4465.28
L0000866,C001203,Car Finance,North West,9500,12,9.9,2025-04-23,2025-04-28,5,Closed,High,0
L0000867,C001204,Personal Loan,London,24000,36,9.9,2026-05-21,2026-05-25,4,Active,Low,11588.8
L0000868,C001205,Debt Consolidation,South West,11500,48,15.9,2026-01-09,2026-01-14,5,Active,Low,5959.82
L0000869,C001206,Home Improvement,South West,9500,36,15.9,2025-01-31,2025-02-04,4,Closed,Medium,0
L0000870,C001208,Home Improvement,South East,6500,12,15.9,2025-11-23,2025-11-27,4,Active,Low,2727.04
L0000871,C001211,Home Improvement,London,3500,12,18.9,2026-01-20,2026-01-26,6,Defaulted,Low,834.32
L0000872,C001214,Personal Loan,London,27500,36,7.9,2026-05-11,2026-05-14,3,Active,Low,22274.59
L0000873,C001215,Personal Loan,South West,25000,36,7.9,2025-12-02,2025-12-05,3,Active,Low,14760.73
L0000874,C001216,Debt Consolidation,North West,16500,60,12.9,2025-05-01,2025-05-05,4,Approved,Medium,13136.65
L0000875,C001217,Home Improvement,South East,10500,24,15.9,2025-07-14,2025-07-18,4,Active,Medium,7244.61
L0000876,C001218,Car Finance,Scotland,17500,24,15.9,2025-07-06,2025-07-09,3,Approved,Low,4788.67
L0000877,C001220,Home Improvement,Midlands,24500,48,7.9,2025-11-26,2025-12-03,7,Closed,High,0
L0000878,C001221,Debt Consolidation,North West,18500,12,18.9,2025-02-25,2025-03-01,4,Defaulted,Medium,9629.06
L0000879,C001222,Home Improvement,London,16000,48,7.9,2025-02-01,2025-02-09,8,Delinquent,Low,11032.16
L0000880,C001223,Car Finance,North West,14000,48,15.9,2025-01-17,2025-01-22,5,Closed,Medium,0
L0000881,C001224,Home Improvement,London,27500,12,15.9,2025-05-28,2025-06-02,5,Defaulted,Low,7023.29
L0000882,C001227,Personal Loan,South West,12000,36,7.9,2025-08-28,2025-09-03,6,Delinquent,High,7460.97
L0000883,C001228,Debt Consolidation,Midlands,24000,36,15.9,2026-01-14,2026-01-15,1,Active,High,4566.18
L0000884,C001230,Home Improvement,North West,3000,12,12.9,2025-10-28,2025-11-02,5,Closed,Low,0
L0000885,C001231,Personal Loan,London,13500,60,12.9,2025-05-01,2025-05-05,4,Active,Low,6946.15
L0000886,C001232,Home Improvement,Scotland,13500,36,15.9,2025-06-16,2025-06-20,4,Active,Medium,12340.66
L0000887,C001233,Home Improvement,Midlands,26500,60,15.9,2025-06-10,2025-06-15,5,Active,Medium,24110.29
L0000888,C001234,Car Finance,Scotland,5500,48,9.9,2026-04-11,2026-04-14,3,Closed,Low,0
L0000889,C001235,Car Finance,South West,22000,36,15.9,2025-01-27,2025-02-01,5,Delinquent,Medium,12154.94
L0000890,C001236,Home Improvement,South East,25500,60,12.9,2025-10-01,2025-10-05,4,Active,Low,18841.96
L0000891,C001237,Debt Consolidation,London,19500,48,7.9,2026-06-04,2026-06-11,7,Defaulted,Low,14827.14
L0000892,C001238,Car Finance,Midlands,23500,60,12.9,2026-04-24,2026-04-28,4,Active,Low,5595.86
L0000893,C001239,Debt Consolidation,London,13000,48,18.9,2025-03-17,2025-03-21,4,Approved,High,4196.04
L0000894,C001240,Personal Loan,Scotland,20000,24,12.9,2026-03-19,2026-03-24,5,Approved,Low,12166.53
L0000895,C001241,Debt Consolidation,North West,7000,60,18.9,2025-10-21,2025-10-26,5,Closed,Medium,0
L0000896,C001242,Home Improvement,Scotland,25000,60,18.9,2025-09-04,2025-09-10,6,Active,Medium,21607.75
L0000897,C001244,Home Improvement,South East,29500,60,15.9,2026-01-22,2026-01-26,4,Active,Low,16326.59
L0000898,C001245,Debt Consolidation,Midlands,9500,24,15.9,2025-10-14,2025-10-22,8,Active,Low,4755.1
L0000899,C001246,Debt Consolidation,North West,4500,48,12.9,2025-07-15,2025-07-20,5,Active,High,700.44
L0000900,C001247,Home Improvement,London,3500,24,12.9,2026-02-17,2026-02-22,5,Closed,Low,0
L0000901,C001248,Car Finance,South East,26000,12,15.9,2025-09-25,2025-09-29,4,Closed,Medium,0
L0000902,C001250,Home Improvement,Wales,10000,36,12.9,2025-02-17,2025-02-21,4,Active,Medium,9020.94
L0000903,C001251,Car Finance,Scotland,9000,48,12.9,2025-09-29,2025-10-03,4,Delinquent,Medium,4274.01
L0000904,C001252,Car Finance,South East,13500,36,15.9,2025-10-18,2025-10-22,4,Active,Low,12344.55
L0000905,C001254,Personal Loan,London,27000,12,18.9,2025-10-15,2025-10-20,5,Closed,Low,0
L0000906,C001256,Car Finance,North West,29000,48,9.9,2025-03-13,2025-03-17,4,Closed,High,0
L0000907,C001257,Home Improvement,Scotland,26000,12,7.9,2025-05-01,2025-05-05,4,Active,High,15019.62
L0000908,C001258,Car Finance,Midlands,25500,60,9.9,2025-11-19,2025-11-23,4,Active,High,4137.32
L0000909,C001259,Personal Loan,South East,12000,36,7.9,2025-03-16,2025-03-22,6,Active,Medium,2715.04
L0000910,C001261,Personal Loan,South West,23500,36,9.9,2025-06-04,2025-06-10,6,Closed,Medium,0
L0000911,C001262,Home Improvement,Midlands,20000,24,15.9,2025-03-13,2025-03-17,4,Active,Medium,6445.53
L0000912,C001263,Personal Loan,South East,21500,24,15.9,2025-01-28,2025-02-03,6,Active,Low,3657.76
L0000913,C001266,Debt Consolidation,North West,29000,12,18.9,2025-07-14,2025-07-18,4,Closed,Low,0
L0000914,C001267,Debt Consolidation,North West,29000,60,18.9,2026-02-13,2026-02-18,5,Active,High,16056.29
L0000915,C001268,Debt Consolidation,South East,21000,48,7.9,2026-04-13,2026-04-18,5,Active,Low,7758.56
L0000916,C001270,Home Improvement,Wales,12000,60,18.9,2025-02-27,2025-03-04,5,Active,Low,4016.8
L0000917,C001272,Personal Loan,South West,9500,48,9.9,2025-04-11,2025-04-16,5,Active,Medium,8054.17
L0000918,C001274,Debt Consolidation,South West,18000,36,15.9,2026-05-13,2026-05-17,4,Active,High,7422.47
L0000919,C001276,Debt Consolidation,North West,16000,24,18.9,2025-06-17,2025-06-20,3,Active,Medium,10582.45
L0000920,C001277,Debt Consolidation,Scotland,8000,48,7.9,2025-11-16,2025-11-22,6,Closed,Low,0
L0000921,C001279,Home Improvement,South West,21000,12,15.9,2025-02-18,2025-02-21,3,Approved,Medium,8534.23
L0000922,C001281,Car Finance,Wales,7500,24,12.9,2025-11-19,2025-11-26,7,Approved,High,5398.58
L0000923,C001282,Car Finance,Midlands,13000,12,7.9,2025-05-31,2025-06-04,4,Defaulted,Low,11749.0
L0000924,C001284,Debt Consolidation,South West,23500,36,12.9,2025-03-13,2025-03-18,5,Active,High,18401.47
L0000925,C001285,Personal Loan,London,6500,60,9.9,2026-05-08,2026-05-12,4,Active,Medium,3187.34
L0000926,C001286,Debt Consolidation,South East,22000,36,9.9,2026-01-24,2026-01-28,4,Active,Low,11036.23
L0000927,C001290,Personal Loan,North West,8500,12,9.9,2026-04-29,2026-05-03,4,Active,Medium,2562.45
L0000928,C001293,Car Finance,North West,12500,48,9.9,2026-03-14,2026-03-19,5,Active,High,8166.07
L0000929,C001294,Debt Consolidation,London,18000,36,15.9,2025-08-18,2025-08-26,8,Active,Low,8672.57
L0000930,C001295,Personal Loan,London,6500,12,7.9,2025-02-21,2025-02-25,4,Closed,Medium,0
L0000931,C001297,Personal Loan,North West,7500,48,18.9,2025-07-11,2025-07-15,4,Active,Low,5774.21
L0000932,C001298,Personal Loan,South East,20000,24,15.9,2025-01-07,2025-01-10,3,Active,Medium,17007.02
L0000933,C001300,Home Improvement,Wales,27500,48,15.9,2026-02-22,2026-02-26,4,Delinquent,Low,5371.07
L0000934,C001304,Car Finance,South East,8000,24,18.9,2026-04-14,2026-04-16,2,Approved,Low,7668.37
L0000935,C001307,Personal Loan,South West,9000,12,12.9,2026-04-19,2026-04-25,6,Active,Medium,8453.52
L0000936,C001308,Home Improvement,South West,23500,24,7.9,2026-03-18,2026-03-26,8,Approved,High,11569.03
L0000937,C001310,Debt Consolidation,Midlands,19000,60,12.9,2026-05-17,2026-05-21,4,Active,High,6886.57
L0000938,C001311,Home Improvement,Scotland,22500,24,15.9,2025-05-02,2025-05-05,3,Active,Medium,4419.62
L0000939,C001312,Car Finance,Midlands,12500,12,18.9,2025-03-08,2025-03-13,5,Delinquent,High,7682.14
L0000940,C001314,Home Improvement,Wales,12500,60,12.9,2025-01-31,2025-02-03,3,Active,Medium,12238.89
L0000941,C001315,Car Finance,North West,7500,36,7.9,2025-08-05,2025-08-10,5,Active,Low,2571.72
L0000942,C001316,Home Improvement,South East,5500,12,12.9,2025-01-05,2025-01-10,5,Approved,Low,3003.82
L0000943,C001317,Home Improvement,Scotland,6500,36,9.9,2025-08-14,2025-08-19,5,Closed,Low,0
L0000944,C001319,Debt Consolidation,South West,7500,36,12.9,2026-01-24,2026-01-30,6,Active,Low,4713.96
L0000945,C001322,Debt Consolidation,South East,2000,60,7.9,2026-04-29,2026-05-05,6,Closed,High,0
L0000946,C001323,Personal Loan,South West,20500,60,15.9,2025-05-15,2025-05-18,3,Active,Medium,10690.37
L0000947,C001324,Home Improvement,London,27000,12,7.9,2026-05-23,2026-05-28,5,Approved,Medium,12489.69
L0000948,C001326,Personal Loan,Midlands,21000,24,9.9,2025-10-17,2025-10-24,7,Closed,Low,0
L0000949,C001327,Personal Loan,South West,18000,36,9.9,2026-01-20,2026-01-26,6,Closed,Low,0
L0000950,C001329,Personal Loan,Midlands,18500,60,18.9,2025-11-19,2025-11-24,5,Active,Low,10960.17
L0000951,C001330,Debt Consolidation,Midlands,26000,36,7.9,2025-07-05,2025-07-10,5,Active,Low,15622.66
L0000952,C001332,Personal Loan,London,13500,12,18.9,2025-10-17,2025-10-25,8,Delinquent,Low,6886.91
L0000953,C001333,Personal Loan,North West,8000,12,18.9,2026-03-30,2026-04-05,6,Active,Medium,4372.32
L0000954,C001334,Home Improvement,Wales,15500,60,9.9,2025-11-14,2025-11-16,2,Approved,Low,7359.44
L0000955,C001335,Personal Loan,South East,6000,24,9.9,2025-01-22,2025-01-28,6,Active,Low,2921.72
L0000956,C001336,Debt Consolidation,South West,14000,36,7.9,2026-05-15,2026-05-20,5,Active,Low,10496.41
L0000957,C001337,Personal Loan,South East,16000,12,9.9,2025-11-01,2025-11-07,6,Active,Low,8933.55
L0000958,C001338,Home Improvement,South West,16000,60,7.9,2025-09-11,2025-09-14,3,Active,Medium,9763.33
L0000959,C001339,Car Finance,North West,11000,48,12.9,2026-01-27,2026-01-31,4,Defaulted,Low,4021.18
L0000960,C001341,Car Finance,North West,6500,12,9.9,2025-12-08,2025-12-10,2,Active,Medium,2794.99
L0000961,C001342,Personal Loan,South East,27000,48,18.9,2026-04-21,2026-04-27,6,Active,Medium,20509.13
L0000962,C001343,Home Improvement,South East,24500,48,9.9,2025-06-18,2025-06-25,7,Active,Low,22947.91
L0000963,C001344,Personal Loan,North West,15500,24,15.9,2025-09-01,2025-09-06,5,Active,Low,3191.88
L0000964,C001345,Home Improvement,South West,25000,36,12.9,2025-08-23,2025-08-30,7,Active,Medium,23083.61
L0000965,C001347,Car Finance,London,15500,12,15.9,2025-06-24,2025-06-30,6,Active,Low,5123.52
L0000966,C001348,Car Finance,Wales,19500,12,9.9,2026-02-21,2026-02-28,7,Closed,Medium,0
L0000967,C001349,Debt Consolidation,South West,2000,24,18.9,2026-02-18,2026-02-21,3,Active,Low,986.64
L0000968,C001350,Home Improvement,Wales,15500,60,12.9,2025-10-08,2025-10-13,5,Active,Low,5478.04
L0000969,C001351,Car Finance,London,18000,36,15.9,2025-11-11,2025-11-17,6,Active,Low,13197.38
L0000970,C001352,Debt Consolidation,South East,15000,12,18.9,2026-01-16,2026-01-24,8,Active,Medium,6516.04
L0000971,C001353,Home Improvement,South West,17500,12,9.9,2026-02-04,2026-02-10,6,Active,Low,14092.24
L0000972,C001354,Personal Loan,Wales,21500,60,15.9,2025-04-15,2025-04-21,6,Delinquent,Medium,18689.94
L0000973,C001355,Car Finance,North West,5500,12,18.9,2025-10-18,2025-10-21,3,Closed,High,0
L0000974,C001356,Debt Consolidation,Wales,15000,12,12.9,2025-07-04,2025-07-10,6,Active,Low,12370.24
L0000975,C001360,Home Improvement,Scotland,7000,60,9.9,2025-06-18,2025-06-24,6,Closed,Medium,0
L0000976,C001361,Debt Consolidation,Wales,14000,48,18.9,2026-05-10,2026-05-13,3,Active,Low,10738.1
L0000977,C001362,Car Finance,Midlands,28500,60,15.9,2026-01-22,2026-01-26,4,Active,Medium,13426.69
L0000978,C001363,Car Finance,South East,4000,12,18.9,2026-02-26,2026-03-04,6,Active,Low,3346.35
L0000979,C001364,Car Finance,Scotland,12000,48,15.9,2025-06-27,2025-07-04,7,Defaulted,Medium,8688.47
L0000980,C001365,Car Finance,London,2000,24,9.9,2025-09-05,2025-09-07,2,Closed,Low,0
L0000981,C001367,Debt Consolidation,North West,10500,24,12.9,2025-11-01,2025-11-08,7,Active,Low,2524.39
L0000982,C001369,Car Finance,South West,18000,36,9.9,2025-12-01,2025-12-05,4,Active,Medium,17282.34
L0000983,C001370,Car Finance,Midlands,9000,60,12.9,2025-03-05,2025-03-10,5,Approved,Low,3294.51
L0000984,C001371,Home Improvement,London,29000,12,9.9,2025-12-08,2025-12-11,3,Closed,Low,0
L0000985,C001372,Car Finance,Wales,4000,24,7.9,2025-12-26,2025-12-31,5,Approved,Medium,960.72
L0000986,C001374,Personal Loan,North West,3500,48,18.9,2025-12-30,2026-01-04,5,Active,Low,3082.9
L0000987,C001375,Personal Loan,Scotland,28500,24,18.9,2025-08-13,2025-08-18,5,Active,Medium,4972.45
L0000988,C001376,Car Finance,North West,28500,48,12.9,2025-01-19,2025-01-26,7,Active,Low,7997.47
L0000989,C001377,Home Improvement,North West,17500,24,18.9,2026-05-07,2026-05-12,5,Approved,High,14603.68
L0000990,C001381,Debt Consolidation,Scotland,4000,48,7.9,2025-01-06,2025-01-12,6,Approved,Low,1192.53
