VerificationID,LoanID,CustomerID,KYCStatus,VerificationDate,DocumentType,VerificationMethod
V0001235,L0001235,C001708,Verified,2026-03-09,Passport,API
V0001236,L0001236,C001709,Manual Review,2025-07-11,Driving Licence,Email
V0001237,L0001237,C001710,Verified,2025-12-20,Utility Bill,Email
V0001238,L0001238,C001712,Verified,2025-02-02,Driving Licence,Email
V0001239,L0001239,C001713,Verified,2025-02-28,Passport,Manual
V0001240,L0001240,C001714,Verified,2026-02-07,Passport,API
V0001241,L0001241,C001715,Verified,2026-03-02,Driving Licence,API
V0001242,L0001242,C001716,Verified,2025-10-11,Passport,API
V0001243,L0001243,C001717,Verified,2025-04-25,Driving Licence,API
V0001244,L0001244,C001718,Verified,2025-08-21,BRP,API
V0001245,L0001245,C001719,Verified,2026-01-05,Driving Licence,Email
V0001246,L0001246,C001720,Manual Review,2025-05-05,Driving Licence,Email
V0001247,L0001247,C001722,Verified,2025-09-11,BRP,API
V0001248,L0001248,C001724,Verified,2025-09-02,BRP,Email
V0001249,L0001249,C001727,Verified,2026-04-01,Passport,Email
V0001250,L0001250,C001729,Manual Review,2025-03-16,BRP,Email
V0001251,L0001251,C001730,Verified,2025-10-19,Driving Licence,Manual
V0001252,L0001252,C001732,Verified,2025-08-14,Passport,Email
V0001253,L0001253,C001733,Verified,2025-11-21,BRP,Email
V0001254,L0001254,C001734,Verified,2025-02-16,BRP,API
V0001255,L0001255,C001735,Verified,2025-07-22,Driving Licence,API
V0001256,L0001256,C001737,Verified,2025-03-10,Passport,Email
V0001257,L0001257,C001739,Verified,2025-06-12,BRP,Manual
V0001258,L0001258,C001740,Verified,2025-10-28,BRP,Email
V0001259,L0001259,C001741,Manual Review,2026-03-26,Driving Licence,Email
V0001260,L0001260,C001743,Verified,2025-01-24,Passport,Manual
V0001261,L0001261,C001744,Verified,2025-08-10,Driving Licence,Manual
V0001262,L0001262,C001746,Verified,2025-09-11,Driving Licence,API
V0001263,L0001263,C001748,Verified,2025-12-23,BRP,API
V0001264,L0001264,C001749,Verified,2025-01-12,Driving Licence,Manual
V0001265,L0001265,C001752,Manual Review,2025-06-16,Utility Bill,API
V0001266,L0001266,C001753,Verified,2025-11-01,Passport,API
V0001267,L0001267,C001754,Verified,2026-05-20,Driving Licence,Manual
V0001268,L0001268,C001755,Verified,2025-02-18,Utility Bill,API
V0001269,L0001269,C001756,Verified,2025-06-01,Passport,Email
V0001270,L0001270,C001757,Verified,2025-04-01,Passport,API
V0001271,L0001271,C001760,Verified,2025-11-19,Passport,Manual
V0001272,L0001272,C001761,Verified,2025-06-22,Driving Licence,Email
V0001273,L0001273,C001762,Verified,2025-12-09,Passport,API
V0001274,L0001274,C001764,Verified,2025-06-20,Driving Licence,Manual
V0001275,L0001275,C001765,Verified,2025-01-20,Utility Bill,API
V0001276,L0001276,C001766,Verified,2025-12-23,Utility Bill,Email
V0001277,L0001277,C001767,Failed,2025-07-31,Utility Bill,Manual
V0001278,L0001278,C001769,Verified,2025-02-14,Driving Licence,API
V0001279,L0001279,C001772,Verified,2025-10-24,Utility Bill,API
V0001280,L0001280,C001775,Verified,2026-05-19,BRP,Email
V0001281,L0001281,C001776,Failed,2025-05-21,Driving Licence,Manual
V0001282,L0001282,C001778,Failed,2025-11-23,BRP,Email
V0001283,L0001283,C001782,Verified,2025-02-11,Driving Licence,API
V0001284,L0001284,C001783,Failed,2025-12-17,Utility Bill,Manual
V0001285,L0001285,C001784,Verified,2025-10-26,Driving Licence,Manual
V0001286,L0001286,C001786,Verified,2026-02-18,Driving Licence,Manual
V0001287,L0001287,C001787,Verified,2025-03-28,Passport,Manual
V0001288,L0001288,C001788,Manual Review,2026-06-03,Passport,Email
V0001289,L0001289,C001791,Verified,2025-08-29,Passport,Manual
V0001290,L0001290,C001792,Manual Review,2025-12-25,Passport,API
V0001291,L0001291,C001793,Verified,2025-09-25,Driving Licence,Manual
V0001292,L0001292,C001794,Verified,2026-02-22,BRP,Email
V0001293,L0001293,C001797,Verified,2025-08-22,Passport,Email
V0001294,L0001294,C001798,Verified,2026-02-17,Passport,Email
V0001295,L0001295,C001800,Manual Review,2025-11-15,BRP,Manual
V0001296,L0001296,C001801,Verified,2025-07-27,BRP,API
V0001297,L0001297,C001802,Verified,2025-01-27,Driving Licence,API
V0001298,L0001298,C001804,Failed,2026-03-27,Driving Licence,Manual
V0001299,L0001299,C001805,Verified,2025-10-11,Driving Licence,API
V0001300,L0001300,C001806,Failed,2025-10-02,BRP,Email
V0001301,L0001301,C001807,Manual Review,2025-06-21,Passport,Email
V0001302,L0001302,C001811,Verified,2025-06-29,Utility Bill,Manual
V0001303,L0001303,C001812,Verified,2026-01-08,Driving Licence,API
V0001304,L0001304,C001815,Verified,2025-06-14,BRP,API
V0001305,L0001305,C001816,Manual Review,2026-04-17,Passport,Email
V0001306,L0001306,C001817,Verified,2025-02-26,Passport,API
V0001307,L0001307,C001818,Verified,2025-08-30,Utility Bill,Email
V0001308,L0001308,C001819,Verified,2026-06-01,Passport,API
V0001309,L0001309,C001820,Verified,2026-02-01,Utility Bill,API
V0001310,L0001310,C001822,Failed,2025-03-07,BRP,Email
V0001311,L0001311,C001823,Manual Review,2025-12-26,Driving Licence,Manual
V0001312,L0001312,C001825,Verified,2025-04-25,Driving Licence,Email
V0001313,L0001313,C001827,Verified,2025-01-29,BRP,Email
V0001314,L0001314,C001828,Verified,2025-04-15,BRP,API
V0001315,L0001315,C001829,Manual Review,2025-12-14,Utility Bill,API
V0001316,L0001316,C001830,Verified,2025-03-26,Driving Licence,API
V0001317,L0001317,C001833,Verified,2025-11-04,BRP,Email
V0001318,L0001318,C001834,Manual Review,2025-04-18,Passport,Email
V0001319,L0001319,C001836,Verified,2026-04-11,Driving Licence,Email
V0001320,L0001320,C001837,Verified,2025-03-30,Passport,Email
V0001321,L0001321,C001838,Verified,2025-10-13,Driving Licence,Email
V0001322,L0001322,C001841,Verified,2025-04-05,Passport,Manual
V0001323,L0001323,C001843,Verified,2026-01-08,Utility Bill,Manual
V0001324,L0001324,C001844,Failed,2026-01-22,Utility Bill,Manual
V0001325,L0001325,C001845,Manual Review,2026-04-11,BRP,Manual
V0001326,L0001326,C001847,Verified,2025-10-08,Passport,Manual
V0001327,L0001327,C001848,Verified,2025-05-25,Driving Licence,Email
V0001328,L0001328,C001850,Manual Review,2025-08-09,Passport,Manual
V0001329,L0001329,C001851,Verified,2026-04-21,Utility Bill,API
V0001330,L0001330,C001854,Manual Review,2026-02-24,Driving Licence,Email
V0001331,L0001331,C001855,Verified,2026-03-28,Driving Licence,API
V0001332,L0001332,C001856,Verified,2025-08-14,Utility Bill,API
V0001333,L0001333,C001857,Verified,2025-01-22,Passport,Manual
V0001334,L0001334,C001858,Verified,2026-05-10,BRP,Email
V0001335,L0001335,C001861,Verified,2026-02-01,Driving Licence,Manual
V0001336,L0001336,C001862,Verified,2025-07-16,Passport,Manual
V0001337,L0001337,C001863,Verified,2026-02-20,Driving Licence,Manual
V0001338,L0001338,C001864,Manual Review,2025-11-15,Driving Licence,API
V0001339,L0001339,C001866,Manual Review,2026-05-21,Driving Licence,API
V0001340,L0001340,C001867,Verified,2025-11-08,Driving Licence,Manual
V0001341,L0001341,C001868,Verified,2025-12-15,Driving Licence,Email
V0001342,L0001342,C001869,Failed,2026-03-09,Passport,Email
V0001343,L0001343,C001871,Verified,2026-02-06,Utility Bill,API
V0001344,L0001344,C001872,Verified,2025-03-28,Utility Bill,Manual
V0001345,L0001345,C001874,Verified,2025-04-30,Driving Licence,Manual
V0001346,L0001346,C001875,Verified,2026-02-03,Utility Bill,Manual
V0001347,L0001347,C001878,Verified,2025-03-02,Utility Bill,API
V0001348,L0001348,C001879,Verified,2025-02-14,Passport,API
V0001349,L0001349,C001880,Manual Review,2025-04-27,Passport,API
V0001350,L0001350,C001884,Verified,2025-12-22,BRP,API
V0001351,L0001351,C001885,Verified,2025-03-26,BRP,Manual
V0001352,L0001352,C001886,Manual Review,2026-02-14,BRP,API
V0001353,L0001353,C001888,Verified,2025-09-28,Utility Bill,API
V0001354,L0001354,C001889,Verified,2025-03-10,Utility Bill,Email
V0001355,L0001355,C001890,Manual Review,2025-06-06,Utility Bill,Email
V0001356,L0001356,C001892,Manual Review,2025-02-22,Utility Bill,Manual
V0001357,L0001357,C001896,Verified,2025-06-23,Driving Licence,Email
V0001358,L0001358,C001898,Verified,2025-09-17,BRP,Email
V0001359,L0001359,C001900,Verified,2025-11-30,Passport,Email
V0001360,L0001360,C001903,Verified,2025-09-07,BRP,Email
V0001361,L0001361,C001904,Verified,2025-09-26,Driving Licence,API
V0001362,L0001362,C001905,Verified,2025-07-25,Utility Bill,API
V0001363,L0001363,C001906,Manual Review,2025-03-13,Driving Licence,Email
V0001364,L0001364,C001907,Verified,2025-08-20,Driving Licence,Manual
V0001365,L0001365,C001913,Verified,2025-07-01,Utility Bill,API
V0001366,L0001366,C001915,Verified,2025-10-26,Utility Bill,Email
V0001367,L0001367,C001916,Verified,2025-04-21,Utility Bill,Manual
V0001368,L0001368,C001917,Verified,2025-02-25,BRP,Email
V0001369,L0001369,C001918,Verified,2025-07-29,Utility Bill,API
V0001370,L0001370,C001920,Verified,2025-10-15,Passport,Email
V0001371,L0001371,C001921,Verified,2025-03-20,Utility Bill,Email
V0001372,L0001372,C001922,Verified,2026-01-28,Driving Licence,API
V0001373,L0001373,C001923,Verified,2026-05-26,Utility Bill,Manual
V0001374,L0001374,C001924,Verified,2026-03-01,Utility Bill,API
V0001375,L0001375,C001926,Verified,2025-08-04,Driving Licence,Manual
V0001376,L0001376,C001927,Verified,2026-03-16,Utility Bill,Email
V0001377,L0001377,C001930,Verified,2026-02-16,Driving Licence,API
V0001378,L0001378,C001931,Verified,2025-08-14,Utility Bill,API
V0001379,L0001379,C001933,Verified,2025-04-27,Passport,API
V0001380,L0001380,C001934,Verified,2026-04-08,BRP,Email
V0001381,L0001381,C001935,Verified,2025-01-11,Utility Bill,Manual
V0001382,L0001382,C001936,Verified,2025-09-14,BRP,API
V0001383,L0001383,C001937,Manual Review,2025-08-21,BRP,API
V0001384,L0001384,C001938,Manual Review,2025-12-10,BRP,Manual
V0001385,L0001385,C001939,Verified,2025-04-20,Passport,API
V0001386,L0001386,C001940,Verified,2025-12-12,Utility Bill,Email
V0001387,L0001387,C001943,Failed,2026-05-26,BRP,API
V0001388,L0001388,C001944,Verified,2025-03-22,Passport,Email
V0001389,L0001389,C001945,Verified,2025-07-03,BRP,Email
V0001390,L0001390,C001946,Manual Review,2026-04-26,Driving Licence,Manual
V0001391,L0001391,C001947,Verified,2026-05-18,BRP,API
V0001392,L0001392,C001951,Verified,2025-10-12,Utility Bill,API
V0001393,L0001393,C001952,Verified,2026-03-05,Passport,Manual
V0001394,L0001394,C001953,Verified,2025-08-19,BRP,Manual
V0001395,L0001395,C001955,Verified,2026-06-03,Driving Licence,Manual
V0001396,L0001396,C001956,Verified,2025-10-01,Driving Licence,Manual
V0001397,L0001397,C001958,Verified,2025-03-15,Driving Licence,Email
V0001398,L0001398,C001959,Manual Review,2026-06-01,Passport,API
V0001399,L0001399,C001960,Verified,2026-06-03,Driving Licence,Manual
V0001400,L0001400,C001962,Verified,2025-12-04,Driving Licence,Email
V0001401,L0001401,C001963,Verified,2025-06-13,Passport,API
V0001402,L0001402,C001964,Verified,2025-09-30,Utility Bill,Email
V0001403,L0001403,C001965,Verified,2025-01-24,Driving Licence,Email
V0001404,L0001404,C001966,Failed,2026-03-29,Driving Licence,API
V0001405,L0001405,C001967,Verified,2026-03-07,Utility Bill,Manual
V0001406,L0001406,C001969,Verified,2026-01-01,Passport,Manual
V0001407,L0001407,C001971,Verified,2025-10-21,Utility Bill,Manual
V0001408,L0001408,C001973,Verified,2025-06-21,Passport,Email
V0001409,L0001409,C001974,Verified,2025-07-20,Utility Bill,Email
V0001410,L0001410,C001975,Manual Review,2025-03-05,Passport,Email
V0001411,L0001411,C001976,Verified,2025-11-17,BRP,Email
V0001412,L0001412,C001978,Verified,2025-05-02,Driving Licence,Manual
V0001413,L0001413,C001980,Verified,2026-01-19,Passport,Email
V0001414,L0001414,C001982,Verified,2026-05-25,Utility Bill,API
V0001415,L0001415,C001983,Verified,2025-05-06,Passport,Email
V0001416,L0001416,C001984,Verified,2026-04-20,Passport,Email
V0001417,L0001417,C001985,Verified,2025-05-06,Driving Licence,Manual
V0001418,L0001418,C001986,Failed,2025-04-26,BRP,API
V0001419,L0001419,C001987,Verified,2025-01-16,BRP,Manual
V0001420,L0001420,C001989,Verified,2026-05-26,Utility Bill,API
V0001421,L0001421,C001991,Manual Review,2025-11-04,Passport,API
V0001422,L0001422,C001997,Verified,2025-10-05,Driving Licence,API
V0001423,L0001423,C001998,Manual Review,2025-12-30,Driving Licence,API
V0001424,L0001424,C002001,Manual Review,2025-06-09,BRP,API
V0001425,L0001425,C002002,Verified,2025-09-25,BRP,Manual
V0001426,L0001426,C002003,Manual Review,2026-01-13,Passport,Manual
V0001427,L0001427,C002004,Verified,2025-04-13,BRP,Manual
V0001428,L0001428,C002005,Verified,2026-05-27,Driving Licence,API
V0001429,L0001429,C002006,Failed,2025-09-14,Passport,Manual
V0001430,L0001430,C002007,Verified,2025-11-17,BRP,Manual
V0001431,L0001431,C002009,Verified,2025-10-23,BRP,Manual
V0001432,L0001432,C002010,Verified,2025-07-17,Passport,Email
V0001433,L0001433,C002011,Verified,2025-10-17,BRP,Email
V0001434,L0001434,C002012,Verified,2026-02-28,Passport,API
V0001435,L0001435,C002013,Verified,2025-02-01,Utility Bill,Manual
V0001436,L0001436,C002015,Manual Review,2026-04-24,BRP,Email
V0001437,L0001437,C002016,Failed,2025-09-15,Passport,Manual
V0001438,L0001438,C002017,Verified,2025-04-17,BRP,API
V0001439,L0001439,C002018,Verified,2025-04-03,Utility Bill,API
V0001440,L0001440,C002019,Failed,2025-08-20,Utility Bill,Email
V0001441,L0001441,C002020,Manual Review,2026-05-27,Utility Bill,Manual
V0001442,L0001442,C002023,Manual Review,2026-01-11,Driving Licence,Email
V0001443,L0001443,C002025,Manual Review,2025-07-25,Driving Licence,Manual
V0001444,L0001444,C002026,Verified,2025-10-07,BRP,API
V0001445,L0001445,C002029,Verified,2026-01-05,Driving Licence,Manual
V0001446,L0001446,C002031,Verified,2025-01-04,Utility Bill,API
V0001447,L0001447,C002033,Verified,2025-01-28,Passport,Email
V0001448,L0001448,C002034,Verified,2026-02-22,Passport,API
V0001449,L0001449,C002035,Verified,2025-05-15,Utility Bill,Manual
V0001450,L0001450,C002036,Verified,2025-08-03,Utility Bill,API
V0001451,L0001451,C002037,Verified,2026-05-06,Passport,API
V0001452,L0001452,C002038,Verified,2025-11-01,Utility Bill,Email
V0001453,L0001453,C002039,Verified,2025-09-20,BRP,API
V0001454,L0001454,C002040,Verified,2025-02-15,BRP,Manual
V0001455,L0001455,C002041,Failed,2026-01-02,BRP,Manual
V0001456,L0001456,C002042,Verified,2026-01-14,BRP,Manual
V0001457,L0001457,C002043,Verified,2025-10-30,BRP,Email
V0001458,L0001458,C002044,Verified,2025-05-15,BRP,Manual
V0001459,L0001459,C002045,Verified,2025-05-11,Utility Bill,Email
V0001460,L0001460,C002046,Verified,2026-01-03,BRP,Email
V0001461,L0001461,C002047,Verified,2025-05-31,Utility Bill,Manual
V0001462,L0001462,C002048,Failed,2025-11-16,BRP,Manual
V0001463,L0001463,C002049,Verified,2025-07-25,Driving Licence,Email
V0001464,L0001464,C002051,Verified,2025-05-09,Passport,Email
V0001465,L0001465,C002052,Verified,2025-09-05,BRP,Manual
V0001466,L0001466,C002054,Verified,2025-11-19,Passport,API
V0001467,L0001467,C002055,Verified,2026-02-18,Utility Bill,Email
V0001468,L0001468,C002056,Verified,2025-03-15,Passport,API
V0001469,L0001469,C002057,Manual Review,2026-04-21,BRP,Email
V0001470,L0001470,C002060,Verified,2025-07-10,BRP,Email
V0001471,L0001471,C002062,Verified,2026-04-25,Driving Licence,API
V0001472,L0001472,C002063,Verified,2025-06-01,Passport,API
V0001473,L0001473,C002065,Verified,2026-02-26,Driving Licence,Manual
V0001474,L0001474,C002066,Verified,2025-07-06,Driving Licence,Email
V0001475,L0001475,C002068,Verified,2026-05-01,Passport,Email
V0001476,L0001476,C002069,Verified,2025-09-18,BRP,API
V0001477,L0001477,C002070,Failed,2025-09-05,BRP,API
V0001478,L0001478,C002071,Verified,2025-10-08,Utility Bill,Email
V0001479,L0001479,C002072,Verified,2026-05-13,Driving Licence,Manual
V0001480,L0001480,C002073,Verified,2025-06-25,Driving Licence,Manual
V0001481,L0001481,C002074,Verified,2025-12-23,Driving Licence,API
V0001482,L0001482,C002076,Verified,2026-01-19,BRP,Email
V0001483,L0001483,C002078,Verified,2025-03-07,Utility Bill,Manual
V0001484,L0001484,C002079,Verified,2026-03-18,Driving Licence,Manual
V0001485,L0001485,C002080,Manual Review,2026-05-27,Utility Bill,Email
V0001486,L0001486,C002081,Verified,2025-03-24,Passport,API
V0001487,L0001487,C002082,Verified,2025-07-17,Driving Licence,Manual
V0001488,L0001488,C002083,Verified,2025-07-14,Passport,API
V0001489,L0001489,C002084,Verified,2025-07-04,Passport,Email
V0001490,L0001490,C002086,Verified,2026-02-23,Utility Bill,API
V0001491,L0001491,C002087,Verified,2025-05-29,Utility Bill,API
V0001492,L0001492,C002088,Verified,2025-03-17,Utility Bill,Manual
V0001493,L0001493,C002090,Verified,2026-01-07,Utility Bill,Email
V0001494,L0001494,C002091,Verified,2025-07-25,BRP,Email
V0001495,L0001495,C002092,Verified,2025-10-18,BRP,Manual
V0001496,L0001496,C002093,Verified,2025-03-18,BRP,API
V0001497,L0001497,C002096,Verified,2026-04-05,BRP,API
V0001498,L0001498,C002097,Verified,2025-07-21,Utility Bill,Manual
V0001499,L0001499,C002098,Verified,2026-03-04,Utility Bill,Email
V0001500,L0001500,C002099,Verified,2025-09-18,Driving Licence,API
V0001501,L0001501,C002100,Verified,2025-01-30,Driving Licence,API
V0001502,L0001502,C002101,Verified,2025-11-22,BRP,Manual
V0001503,L0001503,C002102,Verified,2025-07-15,Passport,API
V0001504,L0001504,C002103,Verified,2025-07-12,Driving Licence,API
V0001505,L0001505,C002104,Verified,2025-03-28,Passport,API
V0001506,L0001506,C002105,Manual Review,2025-11-10,Passport,Manual
V0001507,L0001507,C002106,Failed,2025-07-17,BRP,API
V0001508,L0001508,C002107,Manual Review,2025-07-22,BRP,API
V0001509,L0001509,C002109,Verified,2026-03-21,Driving Licence,API
V0001510,L0001510,C002110,Verified,2025-02-23,Passport,API
V0001511,L0001511,C002112,Verified,2025-11-01,Driving Licence,Manual
V0001512,L0001512,C002113,Failed,2025-12-12,Utility Bill,Email
V0001513,L0001513,C002115,Failed,2025-06-19,Utility Bill,Manual
V0001514,L0001514,C002117,Verified,2026-05-02,Driving Licence,Manual
V0001515,L0001515,C002118,Verified,2025-06-27,Driving Licence,API
V0001516,L0001516,C002119,Failed,2026-02-09,Driving Licence,Manual
V0001517,L0001517,C002120,Verified,2025-04-23,Driving Licence,Email
V0001518,L0001518,C002121,Verified,2025-12-17,Utility Bill,API
V0001519,L0001519,C002122,Verified,2025-01-31,Passport,API
V0001520,L0001520,C002123,Manual Review,2025-05-28,Driving Licence,Manual
V0001521,L0001521,C002125,Verified,2025-07-25,Passport,API
V0001522,L0001522,C002127,Verified,2025-06-29,Utility Bill,API
V0001523,L0001523,C002128,Verified,2026-01-30,Driving Licence,Manual
V0001524,L0001524,C002131,Verified,2025-05-31,Driving Licence,API
V0001525,L0001525,C002133,Verified,2025-12-17,Driving Licence,Manual
V0001526,L0001526,C002134,Verified,2025-10-16,Passport,API
V0001527,L0001527,C002137,Manual Review,2025-11-04,Driving Licence,Manual
V0001528,L0001528,C002139,Verified,2025-10-15,Utility Bill,Manual
V0001529,L0001529,C002140,Verified,2025-08-07,Driving Licence,Manual
V0001530,L0001530,C002141,Verified,2026-03-05,BRP,Manual
V0001531,L0001531,C002142,Manual Review,2025-04-26,Driving Licence,API
V0001532,L0001532,C002144,Verified,2025-05-14,BRP,API
V0001533,L0001533,C002146,Verified,2026-03-20,Utility Bill,API
V0001534,L0001534,C002150,Manual Review,2026-05-25,Driving Licence,Email
V0001535,L0001535,C002151,Verified,2026-01-08,Passport,Manual
V0001536,L0001536,C002152,Verified,2026-04-30,Driving Licence,Manual
V0001537,L0001537,C002153,Verified,2025-04-09,Utility Bill,API
V0001538,L0001538,C002155,Verified,2025-05-04,BRP,Email
V0001539,L0001539,C002156,Verified,2026-03-08,Driving Licence,API
V0001540,L0001540,C002157,Verified,2025-03-16,Driving Licence,Email
V0001541,L0001541,C002159,Verified,2025-09-09,Driving Licence,API
V0001542,L0001542,C002160,Verified,2026-05-12,BRP,API
V0001543,L0001543,C002163,Verified,2025-12-28,Utility Bill,Manual
V0001544,L0001544,C002165,Verified,2025-03-30,BRP,Email
V0001545,L0001545,C002166,Verified,2025-07-10,BRP,API
V0001546,L0001546,C002167,Verified,2025-03-10,Passport,Email
V0001547,L0001547,C002170,Verified,2025-12-06,Utility Bill,Email
V0001548,L0001548,C002171,Verified,2025-08-22,Driving Licence,API
V0001549,L0001549,C002172,Verified,2026-03-20,BRP,API
V0001550,L0001550,C002173,Verified,2026-03-27,Utility Bill,Email
V0001551,L0001551,C002176,Verified,2026-05-22,BRP,Email
V0001552,L0001552,C002177,Verified,2025-09-28,Passport,Manual
V0001553,L0001553,C002178,Verified,2025-09-12,Utility Bill,API
V0001554,L0001554,C002179,Verified,2026-04-19,Utility Bill,Email
V0001555,L0001555,C002180,Verified,2026-02-24,Utility Bill,Manual
V0001556,L0001556,C002181,Verified,2025-05-02,BRP,Manual
V0001557,L0001557,C002182,Verified,2026-04-17,Utility Bill,API
V0001558,L0001558,C002183,Manual Review,2026-04-13,Driving Licence,Manual
V0001559,L0001559,C002184,Verified,2025-11-05,Passport,Email
V0001560,L0001560,C002185,Verified,2025-08-21,Utility Bill,Email
V0001561,L0001561,C002186,Verified,2026-04-13,Utility Bill,Email
V0001562,L0001562,C002187,Verified,2025-11-26,Driving Licence,Email
V0001563,L0001563,C002189,Manual Review,2025-09-30,BRP,API
V0001564,L0001564,C002190,Verified,2026-01-07,BRP,Email
V0001565,L0001565,C002192,Verified,2025-09-16,Driving Licence,Manual
V0001566,L0001566,C002193,Failed,2025-05-28,Utility Bill,Manual
V0001567,L0001567,C002194,Verified,2026-02-23,Driving Licence,Manual
V0001568,L0001568,C002196,Manual Review,2026-01-23,Driving Licence,Email
V0001569,L0001569,C002199,Verified,2025-02-11,Passport,Email
V0001570,L0001570,C002200,Manual Review,2025-09-10,Utility Bill,API
V0001571,L0001571,C002201,Verified,2025-07-25,Passport,API
V0001572,L0001572,C002202,Manual Review,2025-02-12,Utility Bill,Email
V0001573,L0001573,C002203,Manual Review,2025-11-15,Driving Licence,Email
V0001574,L0001574,C002206,Verified,2025-04-17,BRP,API
V0001575,L0001575,C002207,Verified,2025-11-17,Utility Bill,Manual
V0001576,L0001576,C002208,Manual Review,2026-04-14,Passport,API
V0001577,L0001577,C002209,Verified,2025-06-14,BRP,Manual
V0001578,L0001578,C002210,Verified,2025-02-15,BRP,API
V0001579,L0001579,C002211,Verified,2026-01-05,Utility Bill,API
V0001580,L0001580,C002213,Verified,2025-09-15,Passport,Manual
V0001581,L0001581,C002215,Manual Review,2026-02-13,BRP,Manual
V0001582,L0001582,C002216,Verified,2025-09-02,Utility Bill,API
V0001583,L0001583,C002217,Failed,2025-11-29,Passport,Manual
V0001584,L0001584,C002218,Verified,2026-01-20,BRP,Email
V0001585,L0001585,C002219,Verified,2026-03-25,Passport,API
V0001586,L0001586,C002221,Verified,2025-06-05,BRP,Manual
V0001587,L0001587,C002223,Verified,2025-04-04,BRP,API
V0001588,L0001588,C002224,Manual Review,2025-03-21,BRP,API
V0001589,L0001589,C002225,Verified,2025-02-25,BRP,API
V0001590,L0001590,C002227,Failed,2025-02-27,Passport,API
V0001591,L0001591,C002228,Verified,2025-04-30,BRP,API
V0001592,L0001592,C002229,Failed,2025-08-26,BRP,Email
V0001593,L0001593,C002230,Manual Review,2025-12-02,Driving Licence,Email
V0001594,L0001594,C002231,Verified,2025-02-07,BRP,API
V0001595,L0001595,C002232,Verified,2025-05-16,Passport,API
V0001596,L0001596,C002235,Verified,2026-03-29,Driving Licence,API
V0001597,L0001597,C002238,Verified,2025-07-03,Utility Bill,Email
V0001598,L0001598,C002239,Verified,2025-09-13,Utility Bill,API
V0001599,L0001599,C002240,Verified,2025-10-26,BRP,API
V0001600,L0001600,C002241,Verified,2025-04-08,Passport,Manual
V0001601,L0001601,C002242,Verified,2026-03-20,Passport,API
V0001602,L0001602,C002243,Verified,2025-04-07,Driving Licence,Email
V0001603,L0001603,C002245,Verified,2025-04-15,Passport,Email
V0001604,L0001604,C002246,Verified,2025-03-11,BRP,Manual
V0001605,L0001605,C002247,Verified,2025-10-04,Utility Bill,Manual
V0001606,L0001606,C002249,Verified,2025-11-09,Passport,API
V0001607,L0001607,C002253,Verified,2025-02-28,Passport,API
V0001608,L0001608,C002254,Verified,2025-10-23,Driving Licence,API
V0001609,L0001609,C002255,Verified,2025-11-30,Driving Licence,Email
V0001610,L0001610,C002256,Verified,2025-05-01,Driving Licence,API
V0001611,L0001611,C002257,Verified,2025-03-09,BRP,Manual
V0001612,L0001612,C002258,Verified,2025-12-06,Passport,Manual
V0001613,L0001613,C002259,Verified,2026-04-03,Driving Licence,Email
V0001614,L0001614,C002260,Verified,2026-02-22,Driving Licence,Email
V0001615,L0001615,C002262,Verified,2025-05-09,Utility Bill,Email
V0001616,L0001616,C002263,Verified,2025-03-05,BRP,Email
V0001617,L0001617,C002264,Verified,2025-02-08,Driving Licence,Manual
V0001618,L0001618,C002265,Verified,2025-12-30,Passport,Email
V0001619,L0001619,C002266,Verified,2025-10-13,Utility Bill,Manual
V0001620,L0001620,C002268,Verified,2026-05-23,Passport,API
V0001621,L0001621,C002269,Verified,2025-09-08,Utility Bill,API
V0001622,L0001622,C002271,Verified,2025-08-19,Passport,Manual
V0001623,L0001623,C002272,Verified,2025-11-24,Driving Licence,API
V0001624,L0001624,C002273,Verified,2026-01-03,BRP,API
V0001625,L0001625,C002274,Verified,2025-10-10,Passport,Manual
V0001626,L0001626,C002275,Verified,2025-06-14,Passport,Manual
V0001627,L0001627,C002276,Verified,2025-07-11,Passport,Email
V0001628,L0001628,C002278,Manual Review,2025-10-12,Passport,Email
V0001629,L0001629,C002280,Verified,2025-08-04,Utility Bill,API
V0001630,L0001630,C002281,Verified,2026-04-22,Passport,API
V0001631,L0001631,C002283,Manual Review,2026-02-05,Utility Bill,Email
V0001632,L0001632,C002284,Verified,2025-03-03,Driving Licence,Manual
V0001633,L0001633,C002285,Verified,2026-05-26,Driving Licence,Email
V0001634,L0001634,C002286,Verified,2026-03-01,BRP,API
V0001635,L0001635,C002287,Manual Review,2026-02-03,Utility Bill,API
V0001636,L0001636,C002288,Verified,2025-05-06,BRP,API
V0001637,L0001637,C002289,Verified,2025-11-13,BRP,API
V0001638,L0001638,C002293,Verified,2025-09-13,Passport,Manual
V0001639,L0001639,C002294,Verified,2025-07-20,Driving Licence,Manual
V0001640,L0001640,C002295,Verified,2026-02-08,Utility Bill,API
V0001641,L0001641,C002296,Manual Review,2025-08-01,Utility Bill,Manual
V0001642,L0001642,C002299,Verified,2026-05-20,Passport,API
V0001643,L0001643,C002302,Verified,2026-01-31,Driving Licence,Manual
V0001644,L0001644,C002303,Verified,2026-04-07,BRP,Manual
V0001645,L0001645,C002304,Verified,2026-05-16,Driving Licence,Manual
V0001646,L0001646,C002305,Verified,2026-04-21,Utility Bill,API
V0001647,L0001647,C002306,Verified,2025-09-10,BRP,Manual
